what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189391871
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189393043
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189394480
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189400246
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189401152
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189404277
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189404918
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189416933
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1282189418621
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189420902
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189429840
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1282189429918
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1282189429980
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.selectAll",1282189431074
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1282189431324
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1282189436605
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189438293
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189439027
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189439543
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189441058
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189442465
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189456949
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189457715
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189457996
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.selectAll",1282189460511
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189462246
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189466824
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189476136
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189476996
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189478480
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189479152
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189480152
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189480918
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189481777
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189482230
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.selectAll",1282189485136
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1282189487855
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189490261
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1282189491215
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189491246
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1282189491261
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1282189493496
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1282189499621
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1282189512121
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1282189514308
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189514996
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189515715
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189515965
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189517058
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1282189523808
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1282189524996
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189532230
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189574855
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189575433
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189575683
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1282189577027
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1282189578308
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189582590
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189583605
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1282189585511
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1282189585511
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.close",1282189585527
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.selectAll",1282189589168
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189590996
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189591605
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189593527
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189594152
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189596902
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189641340
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189690527
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189886418
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189886855
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189888293
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1282189889918
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1282189902918
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189904043
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189905902
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189906261
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189989090
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1282189989980
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1282189990324
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282189999199
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282190000496
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1282190004371
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1282190008902
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1282190012824
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1282190019996
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282190020761
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282190027496
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282190042527
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282191031324
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1282191054511
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1282191054965
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282191055402
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282191073355
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282191076183
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282191077121
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282191077136
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282191087636
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1282191087871
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1282191091480
stopped,bundle,org.eclipse.rse.importexport,1.2.1.v200909160005,"org.eclipse.rse.importexport",1282191091480
stopped,bundle,org.eclipse.rse.subsystems.shells.telnet,1.2.0.v200905272300,"org.eclipse.rse.subsystems.shells.telnet",1282191091480
stopped,bundle,org.eclipse.rse.useractions,1.1.100.v200905272300,"org.eclipse.rse.useractions",1282191091480
stopped,bundle,org.eclipse.rse.shells.ui,3.0.100.v200905272300,"org.eclipse.rse.shells.ui",1282191091480
stopped,bundle,org.eclipse.rse.files.ui,3.1.1.v200908061445,"org.eclipse.rse.files.ui",1282191091480
stopped,bundle,org.eclipse.rse.processes.ui,3.0.101.v200907301400,"org.eclipse.rse.processes.ui",1282191091480
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1282191091480
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core.ui,1.0.0.v200906022302,"org.eclipse.datatools.sqltools.debugger.core.ui",1282191091480
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.102.v200805140135,"org.eclipse.jst.j2ee.xdoclet.runtime",1282191091480
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.0.v200805140020,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1282191091480
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1282191091480
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1282191091480
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1282191091480
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1282191091496
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.405.v200905022002,"org.eclipse.jst.server.generic.ui",1282191091496
stopped,bundle,org.eclipse.jst.server.preview.adapter,1.1.0.v20090311b,"org.eclipse.jst.server.preview.adapter",1282191091496
stopped,bundle,org.eclipse.jst.server.tomcat.ui,1.1.102.v20090424,"org.eclipse.jst.server.tomcat.ui",1282191091496
stopped,bundle,org.eclipse.jst.server.ui,1.1.0.v20090421,"org.eclipse.jst.server.ui",1282191091496
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.0.v200904240436,"org.eclipse.wst.xsl.jaxp.debug.ui",1282191091496
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.506.v20090817,"org.eclipse.jst.server.generic.core",1282191091496
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1282191091496
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.0.v200906020553,"org.eclipse.datatools.connectivity.oda.template.ui",1282191091496
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.101.v20090820,"org.eclipse.pde.api.tools.ui",1282191091496
stopped,bundle,org.eclipse.pde.runtime,3.4.100.v20090731,"org.eclipse.pde.runtime",1282191091496
stopped,bundle,org.eclipse.pde.ua.ui,1.0.0.v20090511,"org.eclipse.pde.ua.ui",1282191091496
stopped,bundle,org.eclipse.pde.ui.templates,3.4.100.v20090527,"org.eclipse.pde.ui.templates",1282191091496
stopped,bundle,org.eclipse.pde.ds.ui,1.0.0.v20100209-maintenance,"org.eclipse.pde.ds.ui",1282191091511
stopped,bundle,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui",1282191091511
stopped,bundle,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui",1282191091511
stopped,bundle,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.adt",1282191091511
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1282191091511
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1282191091511
stopped,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1282191091511
stopped,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1282191091511
stopped,bundle,org.eclipse.jpt.eclipselink.ui,1.2.0.v200905310000,"org.eclipse.jpt.eclipselink.ui",1282191091511
stopped,bundle,org.eclipse.jst.common.annotations.ui,1.1.102.v200806010600,"org.eclipse.jst.common.annotations.ui",1282191091511
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.ui,1.1.102.v200805140020,"org.eclipse.jst.j2ee.ejb.annotations.ui",1282191091511
stopped,bundle,org.eclipse.jst.ejb.ui,1.1.301.v200908131325,"org.eclipse.jst.ejb.ui",1282191091511
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.emitter,1.1.102.v200805140135,"org.eclipse.jst.j2ee.ejb.annotations.emitter",1282191091511
stopped,bundle,org.eclipse.jst.jsf.apache.trinidad.tagsupport,1.1.0.v20090525,"org.eclipse.jst.jsf.apache.trinidad.tagsupport",1282191091511
stopped,bundle,org.eclipse.jst.jsf.facesconfig.ui,1.1.6.v20100203,"org.eclipse.jst.jsf.facesconfig.ui",1282191091511
stopped,bundle,org.eclipse.jst.jsf.ui,1.2.3.v201001271707,"org.eclipse.jst.jsf.ui",1282191091511
stopped,bundle,org.eclipse.jst.pagedesigner.jsf.ui,1.1.4.v20100203,"org.eclipse.jst.pagedesigner.jsf.ui",1282191091511
stopped,bundle,org.eclipse.jst.pagedesigner,1.2.3.v20100211,"org.eclipse.jst.pagedesigner",1282191091511
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.1.1.v20081209,"org.eclipse.jst.jsf.common.ui",1282191091511
stopped,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.200.v200904140255,"org.eclipse.wst.jsdt.web.support.jsp",1282191091511
stopped,bundle,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.ui",1282191091511
stopped,bundle,org.eclipse.jst.servlet.ui,1.1.301.v200908101600,"org.eclipse.jst.servlet.ui",1282191091511
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.406.v200903031852,"org.eclipse.jst.ws.axis.creation.ui",1282191091511
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.405.v200901261650,"org.eclipse.jst.ws.axis.consumption.ui",1282191091511
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.103.v200807162242,"org.eclipse.jst.ws.axis2.creation.ui",1282191091511
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.102.v200807232000,"org.eclipse.jst.ws.axis2.consumption.ui",1282191091527
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.105.v200901220134,"org.eclipse.jst.ws.axis2.creation.core",1282191091543
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.104.v200810151442,"org.eclipse.jst.ws.axis2.consumption.core",1282191091558
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.302.v200905260749,"org.eclipse.jst.ws.axis2.ui",1282191091558
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.400.v200901261650,"org.eclipse.jst.ws.uddiregistry",1282191091558
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.409.v200911241856,"org.eclipse.jst.ws.creation.ui",1282191091558
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.106.v200911241851,"org.eclipse.jst.ws.consumption.ui",1282191091574
stopped,bundle,org.eclipse.jst.ws.ui,1.0.402.v200903111822,"org.eclipse.jst.ws.ui",1282191091590
stopped,bundle,org.eclipse.jpt.eclipselink.core,1.2.0.v200905310000,"org.eclipse.jpt.eclipselink.core",1282191091590
stopped,bundle,org.eclipse.jpt.ui,2.2.2.v200911250220,"org.eclipse.jpt.ui",1282191091590
stopped,bundle,org.eclipse.jpt.core,2.2.1.v200908270220,"org.eclipse.jpt.core",1282191091590
stopped,bundle,org.eclipse.jpt.db,1.2.102.v200911250220,"org.eclipse.jpt.db",1282191091590
stopped,bundle,org.eclipse.datatools.enablement.jdt.classpath,1.0.1.v200909240342,"org.eclipse.datatools.enablement.jdt.classpath",1282191091590
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.200.v20090930-2100_R35x,"org.eclipse.jdt.apt.ui",1282191091605
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.300.v200902052230,"org.eclipse.jst.j2ee.webservice.ui",1282191091605
stopped,bundle,org.eclipse.jst.jee.ui,1.0.201.v201002021208,"org.eclipse.jst.jee.ui",1282191091605
stopped,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.301.v201001252130,"org.eclipse.jst.j2ee.navigator.ui",1282191091605
stopped,bundle,org.eclipse.jst.j2ee.jca.ui,1.1.300.v200809052300,"org.eclipse.jst.j2ee.jca.ui",1282191091605
stopped,bundle,org.eclipse.jst.j2ee.ui,1.1.301.v201001252130,"org.eclipse.jst.j2ee.ui",1282191091605
stopped,bundle,org.eclipse.jst.common.project.facet.ui,1.4.1.v200912011928,"org.eclipse.jst.common.project.facet.ui",1282191091605
stopped,bundle,org.eclipse.jst.jsf.core,1.2.5.v201001271707,"org.eclipse.jst.jsf.core",1282191091605
stopped,bundle,org.eclipse.jst.jsf.standard.tagsupport,1.1.205.v201002101327,"org.eclipse.jst.jsf.standard.tagsupport",1282191091621
stopped,bundle,org.eclipse.jst.pagedesigner.jsp.core,1.1.3.v201002111131,"org.eclipse.jst.pagedesigner.jsp.core",1282191091636
stopped,bundle,org.eclipse.jst.jsf.common,1.1.9.v201001271707,"org.eclipse.jst.jsf.common",1282191091636
stopped,bundle,katipo,1.0,"katipo",1282191091636
stopped,bundle,edu.buffalo.cse.green.relationship.association,3.5.0,"edu.buffalo.cse.green.relationship.association",1282191091652
stopped,bundle,edu.buffalo.cse.green.relationship.composition,3.5.0,"edu.buffalo.cse.green.relationship.composition",1282191091668
stopped,bundle,edu.buffalo.cse.green.relationship.dependency,3.5.0,"edu.buffalo.cse.green.relationship.dependency",1282191091668
stopped,bundle,edu.buffalo.cse.green.relationship.generalization,3.5.0,"edu.buffalo.cse.green.relationship.generalization",1282191091683
stopped,bundle,edu.buffalo.cse.green.relationship.realization,3.5.0,"edu.buffalo.cse.green.relationship.realization",1282191091683
stopped,bundle,edu.buffalo.cse.green.save.svg,3.5.0,"edu.buffalo.cse.green.save.svg",1282191091699
stopped,bundle,edu.buffalo.cse.green,3.5.0,"edu.buffalo.cse.green",1282191091699
stopped,bundle,org.eclipse.gmf.bridge,1.1.0.v20090528-1000,"org.eclipse.gmf.bridge",1282191091715
stopped,bundle,org.eclipse.gmf.codegen.edit,2.2.0.v20090416-1925,"org.eclipse.gmf.codegen.edit",1282191091730
stopped,bundle,org.eclipse.gmf.codegen,2.2.1.v20090812-1620,"org.eclipse.gmf.codegen",1282191091746
stopped,bundle,org.eclipse.gmf.graphdef.codegen,2.0.100.v20090520-1343,"org.eclipse.gmf.graphdef.codegen",1282191091761
stopped,bundle,org.eclipse.gmf.map.edit,2.2.0.v20090114-1925,"org.eclipse.gmf.map.edit",1282191091777
